                               Labor Force Data by County, 2020 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN3105100000000   31     051   Dixon County, NE                                  2020         2,957        2,862         95      3.2
CN3105300000000   31     053   Dodge County, NE                                  2020        20,304       19,609        695      3.4
CN3105500000000   31     055   Douglas County, NE                                2020       302,384      287,388     14,996      5.0
CN3105700000000   31     057   Dundy County, NE                                  2020         1,168        1,143         25      2.1
CN3105900000000   31     059   Fillmore County, NE                               2020         3,203        3,116         87      2.7
CN3106100000000   31     061   Franklin County, NE                               2020         1,480        1,431         49      3.3
CN3106300000000   31     063   Frontier County, NE                               2020         1,556        1,512         44      2.8
CN3106500000000   31     065   Furnas County, NE                                 2020         2,616        2,546         70      2.7
CN3106700000000   31     067   Gage County, NE                                   2020        10,973       10,542        431      3.9
CN3106900000000   31     069   Garden County, NE                                 2020         1,082        1,044         38      3.5
CN3107100000000   31     071   Garfield County, NE                               2020         1,162        1,139         23      2.0
CN3107300000000   31     073   Gosper County, NE                                 2020         1,113        1,085         28      2.5
CN3107500000000   31     075   Grant County, NE                                  2020           420          412          8      1.9
CN3107700000000   31     077   Greeley County, NE                                2020         1,240        1,204         36      2.9
CN3107900000000   31     079   Hall County, NE                                   2020        32,215       30,403      1,812      5.6
CN3108100000000   31     081   Hamilton County, NE                               2020         4,778        4,604        174      3.6
CN3108300000000   31     083   Harlan County, NE                                 2020         1,753        1,704         49      2.8
CN3108500000000   31     085   Hayes County, NE                                  2020           634          620         14      2.2
CN3108700000000   31     087   Hitchcock County, NE                              2020         1,322        1,277         45      3.4
CN3108900000000   31     089   Holt County, NE                                   2020         5,771        5,632        139      2.4
CN3109100000000   31     091   Hooker County, NE                                 2020           410          399         11      2.7
CN3109300000000   31     093   Howard County, NE                                 2020         3,403        3,258        145      4.3
CN3109500000000   31     095   Jefferson County, NE                              2020         4,236        4,123        113      2.7
CN3109700000000   31     097   Johnson County, NE                                2020         2,078        1,998         80      3.8
CN3109900000000   31     099   Kearney County, NE                                2020         3,842        3,721        121      3.1
CN3110100000000   31     101   Keith County, NE                                  2020         4,667        4,521        146      3.1
CN3110300000000   31     103   Keya Paha County, NE                              2020           585          572         13      2.2
CN3110500000000   31     105   Kimball County, NE                                2020         1,986        1,917         69      3.5
CN3110700000000   31     107   Knox County, NE                                   2020         4,689        4,551        138      2.9
CN3110900000000   31     109   Lancaster County, NE                              2020       178,390      171,029      7,361      4.1
CN3111100000000   31     111   Lincoln County, NE                                2020        18,536       17,821        715      3.9
CN3111300000000   31     113   Logan County, NE                                  2020           476          464         12      2.5
CN3111500000000   31     115   Loup County, NE                                   2020           409          396         13      3.2
CN3111700000000   31     117   McPherson County, NE                              2020           443          432         11      2.5
CN3111900000000   31     119   Madison County, NE                                2020        19,813       19,073        740      3.7
CN3112100000000   31     121   Merrick County, NE                                2020         4,082        3,925        157      3.8
CN3112300000000   31     123   Morrill County, NE                                2020         2,639        2,547         92      3.5
CN3112500000000   31     125   Nance County, NE                                  2020         1,975        1,913         62      3.1
CN3112700000000   31     127   Nemaha County, NE                                 2020         3,625        3,498        127      3.5
CN3112900000000   31     129   Nuckolls County, NE                               2020         2,478        2,412         66      2.7
CN3113100000000   31     131   Otoe County, NE                                   2020         8,451        8,157        294      3.5
CN3113300000000   31     133   Pawnee County, NE                                 2020         1,503        1,463         40      2.7
CN3113500000000   31     135   Perkins County, NE                                2020         1,861        1,828         33      1.8
CN3113700000000   31     137   Phelps County, NE                                 2020         5,011        4,866        145      2.9
CN3113900000000   31     139   Pierce County, NE                                 2020         4,176        4,044        132      3.2
CN3114100000000   31     141   Platte County, NE                                 2020        17,945       17,295        650      3.6
CN3114300000000   31     143   Polk County, NE                                   2020         2,947        2,860         87      3.0
CN3114500000000   31     145   Red Willow County, NE                             2020         5,886        5,700        186      3.2
CN3114700000000   31     147   Richardson County, NE                             2020         4,239        4,104        135      3.2
CN3114900000000   31     149   Rock County, NE                                   2020           889          871         18      2.0
CN3115100000000   31     151   Saline County, NE                                 2020         7,376        7,116        260      3.5
CN3115300000000   31     153   Sarpy County, NE                                  2020        97,907       93,989      3,918      4.0
CN3115500000000   31     155   Saunders County, NE                               2020        11,383       10,977        406      3.6
CN3115700000000   31     157   Scotts Bluff County, NE                           2020        18,278       17,534        744      4.1
CN3115900000000   31     159   Seward County, NE                                 2020         8,847        8,492        355      4.0
CN3116100000000   31     161   Sheridan County, NE                               2020         2,735        2,671         64      2.3
CN3116300000000   31     163   Sherman County, NE                                2020         1,678        1,626         52      3.1
CN3116500000000   31     165   Sioux County, NE                                  2020           767          750         17      2.2
CN3116700000000   31     167   Stanton County, NE                                2020         3,556        3,441        115      3.2
CN3116900000000   31     169   Thayer County, NE                                 2020         2,790        2,715         75      2.7
CN3117100000000   31     171   Thomas County, NE                                 2020           430          413         17      4.0
CN3117300000000   31     173   Thurston County, NE                               2020         3,125        2,967        158      5.1
CN3117500000000   31     175   Valley County, NE                                 2020         2,142        2,082         60      2.8
CN3117700000000   31     177   Washington County, NE                             2020        11,268       10,865        403      3.6
CN3117900000000   31     179   Wayne County, NE                                  2020         5,715        5,557        158      2.8
CN3118100000000   31     181   Webster County, NE                                2020         1,663        1,602         61      3.7
CN3118300000000   31     183   Wheeler County, NE                                2020           569          559         10      1.8
CN3118500000000   31     185   York County, NE                                   2020         7,327        7,086        241      3.3
CN3200100000000   32     001   Churchill County, NV                              2020        11,045       10,411        634      5.7
CN3200300000000   32     003   Clark County, NV                                  2020     1,104,388      932,852    171,536     15.5
CN3200500000000   32     005   Douglas County, NV                                2020        22,104       20,130      1,974      8.9
CN3200700000000   32     007   Elko County, NV                                   2020        26,086       24,551      1,535      5.9
CN3200900000000   32     009   Esmeralda County, NV                              2020           417          395         22      5.3
CN3201100000000   32     011   Eureka County, NV                                 2020         1,019          983         36      3.5
CN3201300000000   32     013   Humboldt County, NV                               2020         8,005        7,603        402      5.0
CN3201500000000   32     015   Lander County, NV                                 2020         3,128        2,974        154      4.9
CN3201700000000   32     017   Lincoln County, NV                                2020         2,025        1,922        103      5.1
CN3201900000000   32     019   Lyon County, NV                                   2020        22,635       20,617      2,018      8.9
CN3202100000000   32     021   Mineral County, NV                                2020         2,107        1,985        122      5.8
CN3202300000000   32     023   Nye County, NV                                    2020        17,371       15,604      1,767     10.2
CN3202700000000   32     027   Pershing County, NV                               2020         2,559        2,436        123      4.8
CN3202900000000   32     029   Storey County, NV                                 2020         2,009        1,838        171      8.5
CN3203100000000   32     031   Washoe County, NV                                 2020       247,852      227,627     20,225      8.2
CN3203300000000   32     033   White Pine County, NV                             2020         4,542        4,350        192      4.2
CN3251000000000   32     510   Carson City, NV                                   2020        25,557       23,362      2,195      8.6
CN3300100000000   33     001   Belknap County, NH                                2020        30,922       28,750      2,172      7.0
CN3300300000000   33     003   Carroll County, NH                                2020        22,990       21,209      1,781      7.7
CN3300500000000   33     005   Cheshire County, NH                               2020        39,589       37,126      2,463      6.2
CN3300700000000   33     007   Coos County, NH                                   2020        14,229       13,091      1,138      8.0
CN3300900000000   33     009   Grafton County, NH                                2020        47,865       45,034      2,831      5.9
CN3301100000000   33     011   Hillsborough County, NH                           2020       239,777      222,896     16,881      7.0
CN3301300000000   33     013   Merrimack County, NH                              2020        82,373       77,539      4,834      5.9
CN3301500000000   33     015   Rockingham County, NH                             2020       185,899      172,685     13,214      7.1
CN3301700000000   33     017   Strafford County, NH                              2020        73,209       68,574      4,635      6.3
CN3301900000000   33     019   Sullivan County, NH                               2020        22,917       21,664      1,253      5.5
CN3400100000000   34     001   Atlantic County, NJ                               2020       124,180      102,874     21,306     17.2
CN3400300000000   34     003   Bergen County, NJ                                 2020       494,483      448,791     45,692      9.2
CN3400500000000   34     005   Burlington County, NJ                             2020       239,256      220,269     18,987      7.9
CN3400700000000   34     007   Camden County, NJ                                 2020       264,683      238,958     25,725      9.7
CN3400900000000   34     009   Cape May County, NJ                               2020        45,776       39,544      6,232     13.6
CN3401100000000   34     011   Cumberland County, NJ                             2020        68,560       61,463      7,097     10.4
CN3401300000000   34     013   Essex County, NJ                                  2020       387,319      343,539     43,780     11.3
CN3401500000000   34     015   Gloucester County, NJ                             2020       156,923      142,899     14,024      8.9
CN3401700000000   34     017   Hudson County, NJ                                 2020       373,057      334,859     38,198     10.2
CN3401900000000   34     019   Hunterdon County, NJ                              2020        65,783       61,218      4,565      6.9
CN3402100000000   34     021   Mercer County, NJ                                 2020       211,423      196,139     15,284      7.2
CN3402300000000   34     023   Middlesex County, NJ                              2020       447,472      409,364     38,108      8.5
CN3402500000000   34     025   Monmouth County, NJ                               2020       336,908      308,005     28,903      8.6
CN3402700000000   34     027   Morris County, NJ                                 2020       261,110      241,500     19,610      7.5
CN3402900000000   34     029   Ocean County, NJ                                  2020       289,421      263,021     26,400      9.1
CN3403100000000   34     031   Passaic County, NJ                                2020       253,121      222,250     30,871     12.2
CN3403300000000   34     033   Salem County, NJ                                  2020        30,482       27,661      2,821      9.3
CN3403500000000   34     035   Somerset County, NJ                               2020       174,041      160,966     13,075      7.5
CN3403700000000   34     037   Sussex County, NJ                                 2020        76,156       69,247      6,909      9.1
CN3403900000000   34     039   Union County, NJ                                  2020       285,238      257,873     27,365      9.6
CN3404100000000   34     041   Warren County, NJ                                 2020        57,556       52,839      4,717      8.2
CN3500100000000   35     001   Bernalillo County, NM                             2020       328,702      303,245     25,457      7.7
CN3500300000000   35     003   Catron County, NM                                 2020         1,145        1,063         82      7.2
CN3500500000000   35     005   Chaves County, NM                                 2020        27,617       25,452      2,165      7.8
CN3500600000000   35     006   Cibola County, NM                                 2020         8,968        8,168        800      8.9
CN3500700000000   35     007   Colfax County, NM                                 2020         5,098        4,747        351      6.9
CN3500900000000   35     009   Curry County, NM                                  2020        21,910       20,749      1,161      5.3
CN3501100000000   35     011   De Baca County, NM                                2020           694          662         32      4.6
CN3501300000000   35     013   Dona Ana County, NM                               2020        96,941       89,187      7,754      8.0
CN3501500000000   35     015   Eddy County, NM                                   2020        33,054       30,859      2,195      6.6
CN3501700000000   35     017   Grant County, NM                                  2020        11,784       10,764      1,020      8.7
CN3501900000000   35     019   Guadalupe County, NM                              2020         1,493        1,395         98      6.6
CN3502100000000   35     021   Harding County, NM                                2020           276          265         11      4.0
CN3502300000000   35     023   Hidalgo County, NM                                2020         1,913        1,805        108      5.6
CN3502500000000   35     025   Lea County, NM                                    2020        29,081       25,974      3,107     10.7
CN3502700000000   35     027   Lincoln County, NM                                2020         8,679        7,925        754      8.7
CN3502800000000   35     028   Los Alamos County, NM                             2020         9,788        9,432        356      3.6
CN3502900000000   35     029   Luna County, NM                                   2020        10,185        8,590      1,595     15.7
CN3503100000000   35     031   McKinley County, NM                               2020        23,613       21,250      2,363     10.0
CN3503300000000   35     033   Mora County, NM                                   2020         2,032        1,873        159      7.8
CN3503500000000   35     035   Otero County, NM                                  2020        25,226       23,181      2,045      8.1
CN3503700000000   35     037   Quay County, NM                                   2020         3,035        2,816        219      7.2
CN3503900000000   35     039   Rio Arriba County, NM                             2020        16,483       15,191      1,292      7.8
CN3504100000000   35     041   Roosevelt County, NM                              2020         7,824        7,358        466      6.0
CN3504300000000   35     043   Sandoval County, NM                               2020        66,586       61,164      5,422      8.1
CN3504500000000   35     045   San Juan County, NM                               2020        50,020       45,217      4,803      9.6
CN3504700000000   35     047   San Miguel County, NM                             2020        10,429        9,602        827      7.9
CN3504900000000   35     049   Santa Fe County, NM                               2020        71,037       65,447      5,590      7.9
CN3505100000000   35     051   Sierra County, NM                                 2020         4,068        3,704        364      8.9
CN3505300000000   35     053   Socorro County, NM                                2020         6,157        5,736        421      6.8
CN3505500000000   35     055   Taos County, NM                                   2020        14,705       13,068      1,637     11.1
CN3505700000000   35     057   Torrance County, NM                               2020         5,322        4,835        487      9.2
CN3505900000000   35     059   Union County, NM                                  2020         1,628        1,547         81      5.0
CN3506100000000   35     061   Valencia County, NM                               2020        30,216       27,838      2,378      7.9
CN3600100000000   36     001   Albany County, NY                                 2020       159,064      148,104     10,960      6.9
CN3600300000000   36     003   Allegany County, NY                               2020        19,388       17,886      1,502      7.7
CN3600500000000   36     005   Bronx County, NY                                  2020       617,657      517,592    100,065     16.2
CN3600700000000   36     007   Broome County, NY                                 2020        83,341       76,405      6,936      8.3
CN3600900000000   36     009   Cattaraugus County, NY                            2020        33,626       30,565      3,061      9.1
CN3601100000000   36     011   Cayuga County, NY                                 2020        36,024       33,290      2,734      7.6
CN3601300000000   36     013   Chautauqua County, NY                             2020        53,821       49,233      4,588      8.5
CN3601500000000   36     015   Chemung County, NY                                2020        35,912       32,893      3,019      8.4
CN3601700000000   36     017   Chenango County, NY                               2020        22,117       20,650      1,467      6.6
CN3601900000000   36     019   Clinton County, NY                                2020        36,090       33,328      2,762      7.7
CN3602100000000   36     021   Columbia County, NY                               2020        30,869       29,034      1,835      5.9
CN3602300000000   36     023   Cortland County, NY                               2020        22,779       21,027      1,752      7.7
CN3602500000000   36     025   Delaware County, NY                               2020        18,957       17,637      1,320      7.0
CN3602700000000   36     027   Dutchess County, NY                               2020       144,551      133,963     10,588      7.3
CN3602900000000   36     029   Erie County, NY                                   2020       445,070      404,444     40,626      9.1
CN3603100000000   36     031   Essex County, NY                                  2020        16,852       15,526      1,326      7.9
CN3603300000000   36     033   Franklin County, NY                               2020        19,443       17,898      1,545      7.9
CN3603500000000   36     035   Fulton County, NY                                 2020        22,899       21,009      1,890      8.3
CN3603700000000   36     037   Genesee County, NY                                2020        29,514       27,427      2,087      7.1
CN3603900000000   36     039   Greene County, NY                                 2020        20,564       18,925      1,639      8.0
CN3604100000000   36     041   Hamilton County, NY                               2020         2,192        2,023        169      7.7
CN3604300000000   36     043   Herkimer County, NY                               2020        27,973       25,770      2,203      7.9
CN3604500000000   36     045   Jefferson County, NY                              2020        44,090       40,387      3,703      8.4
CN3604700000000   36     047   Kings County, NY                                  2020     1,210,703    1,057,917    152,786     12.6
CN3604900000000   36     049   Lewis County, NY                                  2020        11,607       10,741        866      7.5
CN3605100000000   36     051   Livingston County, NY                             2020        30,254       28,189      2,065      6.8
CN3605300000000   36     053   Madison County, NY                                2020        32,945       30,462      2,483      7.5
CN3605500000000   36     055   Monroe County, NY                                 2020       365,713      335,839     29,874      8.2
CN3605700000000   36     057   Montgomery County, NY                             2020        22,442       20,553      1,889      8.4
CN3605900000000   36     059   Nassau County, NY                                 2020       710,248      653,335     56,913      8.0
CN3606100000000   36     061   New York County, NY                               2020       902,268      815,372     86,896      9.6
CN3606300000000   36     063   Niagara County, NY                                2020        99,206       89,223      9,983     10.1
CN3606500000000   36     065   Oneida County, NY                                 2020       102,413       94,429      7,984      7.8
CN3606700000000   36     067   Onondaga County, NY                               2020       224,224      206,289     17,935      8.0
CN3606900000000   36     069   Ontario County, NY                                2020        55,699       51,828      3,871      6.9
CN3607100000000   36     071   Orange County, NY                                 2020       186,598      171,729     14,869      8.0
CN3607300000000   36     073   Orleans County, NY                                2020        17,354       15,957      1,397      8.1
CN3607500000000   36     075   Oswego County, NY                                 2020        52,954       48,386      4,568      8.6
CN3607700000000   36     077   Otsego County, NY                                 2020        27,071       25,196      1,875      6.9
CN3607900000000   36     079   Putnam County, NY                                 2020        51,204       47,520      3,684      7.2
CN3608100000000   36     081   Queens County, NY                                 2020     1,150,966    1,005,557    145,409     12.6
CN3608300000000   36     083   Rensselaer County, NY                             2020        81,921       76,421      5,500      6.7
CN3608500000000   36     085   Richmond County, NY                               2020       223,073      199,333     23,740     10.6
CN3608700000000   36     087   Rockland County, NY                               2020       155,842      143,862     11,980      7.7
CN3608900000000   36     089   St. Lawrence County, NY                           2020        43,703       40,266      3,437      7.9
CN3609100000000   36     091   Saratoga County, NY                               2020       121,388      113,590      7,798      6.4
CN3609300000000   36     093   Schenectady County, NY                            2020        78,220       72,204      6,016      7.7
CN3609500000000   36     095   Schoharie County, NY                              2020        14,783       13,774      1,009      6.8
CN3609700000000   36     097   Schuyler County, NY                               2020         8,180        7,500        680      8.3
CN3609900000000   36     099   Seneca County, NY                                 2020        15,516       14,305      1,211      7.8
CN3610100000000   36     101   Steuben County, NY                                2020        42,654       39,303      3,351      7.9
CN3610300000000   36     103   Suffolk County, NY                                2020       778,961      715,866     63,095      8.1
CN3610500000000   36     105   Sullivan County, NY                               2020        36,460       33,409      3,051      8.4
CN3610700000000   36     107   Tioga County, NY                                  2020        22,528       20,836      1,692      7.5
CN3610900000000   36     109   Tompkins County, NY                               2020        49,514       46,632      2,882      5.8
CN3611100000000   36     111   Ulster County, NY                                 2020        87,421       80,700      6,721      7.7
CN3611300000000   36     113   Warren County, NY                                 2020        31,372       28,821      2,551      8.1
CN3611500000000   36     115   Washington County, NY                             2020        27,578       25,668      1,910      6.9
CN3611700000000   36     117   Wayne County, NY                                  2020        43,562       40,462      3,100      7.1
CN3611900000000   36     119   Westchester County, NY                            2020       485,745      446,883     38,862      8.0
CN3612100000000   36     121   Wyoming County, NY                                2020        18,181       16,866      1,315      7.2
CN3612300000000   36     123   Yates County, NY                                  2020        11,777       11,039        738      6.3
CN3700100000000   37     001   Alamance County, NC                               2020        78,921       73,409      5,512      7.0
CN3700300000000   37     003   Alexander County, NC                              2020        17,127       15,874      1,253      7.3
CN3700500000000   37     005   Alleghany County, NC                              2020         4,105        3,814        291      7.1
CN3700700000000   37     007   Anson County, NC                                  2020        10,100        9,351        749      7.4
CN3700900000000   37     009   Ashe County, NC                                   2020        12,245       11,501        744      6.1
CN3701100000000   37     011   Avery County, NC                                  2020         7,095        6,660        435      6.1
CN3701300000000   37     013   Beaufort County, NC                               2020        18,841       17,684      1,157      6.1
CN3701500000000   37     015   Bertie County, NC                                 2020         7,377        6,922        455      6.2
CN3701700000000   37     017   Bladen County, NC                                 2020        14,056       13,069        987      7.0
CN3701900000000   37     019   Brunswick County, NC                              2020        51,779       47,353      4,426      8.5
CN3702100000000   37     021   Buncombe County, NC                               2020       133,508      122,736     10,772      8.1
CN3702300000000   37     023   Burke County, NC                                  2020        38,606       35,905      2,701      7.0
CN3702500000000   37     025   Cabarrus County, NC                               2020       107,171       99,996      7,175      6.7
CN3702700000000   37     027   Caldwell County, NC                               2020        34,593       31,936      2,657      7.7
CN3702900000000   37     029   Camden County, NC                                 2020         4,446        4,208        238      5.4
CN3703100000000   37     031   Carteret County, NC                               2020        30,331       28,486      1,845      6.1
CN3703300000000   37     033   Caswell County, NC                                2020         9,390        8,684        706      7.5
CN3703500000000   37     035   Catawba County, NC                                2020        75,769       69,884      5,885      7.8
CN3703700000000   37     037   Chatham County, NC                                2020        34,968       33,157      1,811      5.2
CN3703900000000   37     039   Cherokee County, NC                               2020        10,654        9,832        822      7.7
CN3704100000000   37     041   Chowan County, NC                                 2020         5,301        4,987        314      5.9
CN3704300000000   37     043   Clay County, NC                                   2020         3,973        3,687        286      7.2
CN3704500000000   37     045   Cleveland County, NC                              2020        47,102       43,522      3,580      7.6
CN3704700000000   37     047   Columbus County, NC                               2020        21,929       20,209      1,720      7.8
CN3704900000000   37     049   Craven County, NC                                 2020        39,827       37,305      2,522      6.3
CN3705100000000   37     051   Cumberland County, NC                             2020       123,636      112,350     11,286      9.1
CN3705300000000   37     053   Currituck County, NC                              2020        14,055       13,214        841      6.0
CN3705500000000   37     055   Dare County, NC                                   2020        19,102       17,258      1,844      9.7
CN3705700000000   37     057   Davidson County, NC                               2020        77,645       72,340      5,305      6.8
CN3705900000000   37     059   Davie County, NC                                  2020        19,763       18,470      1,293      6.5
CN3706100000000   37     061   Duplin County, NC                                 2020        24,090       22,781      1,309      5.4
CN3706300000000   37     063   Durham County, NC                                 2020       169,356      158,846     10,510      6.2
CN3706500000000   37     065   Edgecombe County, NC                              2020        19,974       17,928      2,046     10.2
CN3706700000000   37     067   Forsyth County, NC                                2020       180,183      167,293     12,890      7.2
CN3706900000000   37     069   Franklin County, NC                               2020        30,757       28,746      2,011      6.5
CN3707100000000   37     071   Gaston County, NC                                 2020       106,773       98,492      8,281      7.8
CN3707300000000   37     073   Gates County, NC                                  2020         4,881        4,610        271      5.6
CN3707500000000   37     075   Graham County, NC                                 2020         2,986        2,698        288      9.6
CN3707700000000   37     077   Granville County, NC                              2020        28,903       27,275      1,628      5.6
CN3707900000000   37     079   Greene County, NC                                 2020         9,230        8,726        504      5.5
CN3708100000000   37     081   Guilford County, NC                               2020       252,260      231,469     20,791      8.2
CN3708300000000   37     083   Halifax County, NC                                2020        19,419       17,699      1,720      8.9
CN3708500000000   37     085   Harnett County, NC                                2020        51,556       47,823      3,733      7.2
CN3708700000000   37     087   Haywood County, NC                                2020        28,092       26,047      2,045      7.3
CN3708900000000   37     089   Henderson County, NC                              2020        51,335       47,904      3,431      6.7
CN3709100000000   37     091   Hertford County, NC                               2020         8,703        8,120        583      6.7
CN3709300000000   37     093   Hoke County, NC                                   2020        19,476       17,863      1,613      8.3
CN3709500000000   37     095   Hyde County, NC                                   2020         1,748        1,572        176     10.1
CN3709700000000   37     097   Iredell County, NC                                2020        87,687       81,501      6,186      7.1
CN3709900000000   37     099   Jackson County, NC                                2020        19,162       17,750      1,412      7.4
CN3710100000000   37     101   Johnston County, NC                               2020        97,630       91,691      5,939      6.1
CN3710300000000   37     103   Jones County, NC                                  2020         4,051        3,827        224      5.5
CN3710500000000   37     105   Lee County, NC                                    2020        25,149       23,192      1,957      7.8
CN3710700000000   37     107   Lenoir County, NC                                 2020        26,729       25,135      1,594      6.0
CN3710900000000   37     109   Lincoln County, NC                                2020        42,749       40,040      2,709      6.3
CN3711100000000   37     111   McDowell County, NC                               2020        19,929       18,581      1,348      6.8
CN3711300000000   37     113   Macon County, NC                                  2020        14,970       13,993        977      6.5
CN3711500000000   37     115   Madison County, NC                                2020         9,298        8,675        623      6.7
CN3711700000000   37     117   Martin County, NC                                 2020         8,623        8,047        576      6.7
CN3711900000000   37     119   Mecklenburg County, NC                            2020       606,285      561,076     45,209      7.5
CN3712100000000   37     121   Mitchell County, NC                               2020         5,744        5,311        433      7.5
CN3712300000000   37     123   Montgomery County, NC                             2020        10,973       10,264        709      6.5
CN3712500000000   37     125   Moore County, NC                                  2020        39,542       36,751      2,791      7.1
CN3712700000000   37     127   Nash County, NC                                   2020        41,405       38,076      3,329      8.0
CN3712900000000   37     129   New Hanover County, NC                            2020       118,291      109,989      8,302      7.0
CN3713100000000   37     131   Northampton County, NC                            2020         7,214        6,701        513      7.1
CN3713300000000   37     133   Onslow County, NC                                 2020        62,806       58,361      4,445      7.1
CN3713500000000   37     135   Orange County, NC                                 2020        76,310       72,369      3,941      5.2
CN3713700000000   37     137   Pamlico County, NC                                2020         5,156        4,878        278      5.4
CN3713900000000   37     139   Pasquotank County, NC                             2020        16,085       14,941      1,144      7.1
CN3714100000000   37     141   Pender County, NC                                 2020        27,830       26,077      1,753      6.3
CN3714300000000   37     143   Perquimans County, NC                             2020         4,729        4,417        312      6.6
CN3714500000000   37     145   Person County, NC                                 2020        17,853       16,597      1,256      7.0
CN3714700000000   37     147   Pitt County, NC                                   2020        85,632       80,018      5,614      6.6
CN3714900000000   37     149   Polk County, NC                                   2020         8,719        8,192        527      6.0
CN3715100000000   37     151   Randolph County, NC                               2020        62,845       58,373      4,472      7.1
CN3715300000000   37     153   Richmond County, NC                               2020        16,160       14,727      1,433      8.9
CN3715500000000   37     155   Robeson County, NC                                2020        48,256       44,128      4,128      8.6
CN3715700000000   37     157   Rockingham County, NC                             2020        38,146       35,071      3,075      8.1
CN3715900000000   37     159   Rowan County, NC                                  2020        63,077       58,194      4,883      7.7
CN3716100000000   37     161   Rutherford County, NC                             2020        23,751       21,603      2,148      9.0
CN3716300000000   37     163   Sampson County, NC                                2020        27,558       25,999      1,559      5.7
CN3716500000000   37     165   Scotland County, NC                               2020        11,008        9,722      1,286     11.7
CN3716700000000   37     167   Stanly County, NC                                 2020        28,880       27,112      1,768      6.1
CN3716900000000   37     169   Stokes County, NC                                 2020        20,523       19,248      1,275      6.2
CN3717100000000   37     171   Surry County, NC                                  2020        31,730       29,615      2,115      6.7
CN3717300000000   37     173   Swain County, NC                                  2020         6,745        6,188        557      8.3
CN3717500000000   37     175   Transylvania County, NC                           2020        13,757       12,938        819      6.0
CN3717700000000   37     177   Tyrrell County, NC                                2020         1,234        1,122        112      9.1
CN3717900000000   37     179   Union County, NC                                  2020       119,383      112,507      6,876      5.8
CN3718100000000   37     181   Vance County, NC                                  2020        16,542       14,921      1,621      9.8
CN3718300000000   37     183   Wake County, NC                                   2020       572,430      536,715     35,715      6.2
CN3718500000000   37     185   Warren County, NC                                 2020         6,322        5,721        601      9.5
CN3718700000000   37     187   Washington County, NC                             2020         4,249        3,914        335      7.9
CN3718900000000   37     189   Watauga County, NC                                2020        27,087       25,442      1,645      6.1
CN3719100000000   37     191   Wayne County, NC                                  2020        49,707       46,620      3,087      6.2
CN3719300000000   37     193   Wilkes County, NC                                 2020        27,476       25,654      1,822      6.6
CN3719500000000   37     195   Wilson County, NC                                 2020        33,578       30,693      2,885      8.6
CN3719700000000   37     197   Yadkin County, NC                                 2020        16,849       15,687      1,162      6.9
CN3719900000000   37     199   Yancey County, NC                                 2020         7,920        7,410        510      6.4
CN3800100000000   38     001   Adams County, ND                                  2020         1,011          973         38      3.8
CN3800300000000   38     003   Barnes County, ND                                 2020         5,211        5,010        201      3.9
CN3800500000000   38     005   Benson County, ND                                 2020         2,321        2,163        158      6.8
CN3800700000000   38     007   Billings County, ND                               2020           439          423         16      3.6
CN3800900000000   38     009   Bottineau County, ND                              2020         2,985        2,825        160      5.4
CN3801100000000   38     011   Bowman County, ND                                 2020         1,635        1,580         55      3.4
CN3801300000000   38     013   Burke County, ND                                  2020         1,039          984         55      5.3
CN3801500000000   38     015   Burleigh County, ND                               2020        51,298       49,088      2,210      4.3
CN3801700000000   38     017   Cass County, ND                                   2020       106,255      101,632      4,623      4.4
CN3801900000000   38     019   Cavalier County, ND                               2020         1,915        1,849         66      3.4
CN3802100000000   38     021   Dickey County, ND                                 2020         2,316        2,240         76      3.3
CN3802300000000   38     023   Divide County, ND                                 2020         1,445        1,399         46      3.2
CN3802500000000   38     025   Dunn County, ND                                   2020         3,162        3,016        146      4.6
CN3802700000000   38     027   Eddy County, ND                                   2020         1,206        1,150         56      4.6
CN3802900000000   38     029   Emmons County, ND                                 2020         1,494        1,422         72      4.8
CN3803100000000   38     031   Foster County, ND                                 2020         1,562        1,508         54      3.5
CN3803300000000   38     033   Golden Valley County, ND                          2020           865          838         27      3.1
CN3803500000000   38     035   Grand Forks County, ND                            2020        37,296       35,591      1,705      4.6
CN3803700000000   38     037   Grant County, ND                                  2020         1,202        1,169         33      2.7
CN3803900000000   38     039   Griggs County, ND                                 2020         1,027          996         31      3.0
CN3804100000000   38     041   Hettinger County, ND                              2020         1,398        1,342         56      4.0
CN3804300000000   38     043   Kidder County, ND                                 2020         1,301        1,235         66      5.1
CN3804500000000   38     045   LaMoure County, ND                                2020         2,071        2,016         55      2.7
CN3804700000000   38     047   Logan County, ND                                  2020           864          836         28      3.2
CN3804900000000   38     049   McHenry County, ND                                2020         3,122        2,953        169      5.4
